"contract","payment_method","tenure_months","monthly_charges","total_charges","churn_value","churn_score","cltv"
"Two year","Mailed check",47,"41.9","1875.25",0,45,"2540"
"Month-to-month","Mailed check",12,"69.85","837.5",0,36,"5796"
"Month-to-month","Bank transfer (automatic)",8,"56.3","401.5",0,21,"3135"
"Month-to-month","Electronic check",54,"109.55","6118.95",0,42,"6130"
"Two year","Mailed check",69,"92.15","6480.9",0,30,"5817"
"Month-to-month","Bank transfer (automatic)",26,"69.5","1800.05",0,55,"3866"
"Two year","Bank transfer (automatic)",72,"97.0","7104.2",0,67,"6302"
"Two year","Bank transfer (automatic)",70,"58.35","4214.25",0,55,"4093"
"One year","Bank transfer (automatic)",28,"70.4","1992.2",0,54,"5195"
"Month-to-month","Electronic check",21,"94.3","1948.35",0,55,"2058"
"One year","Bank transfer (automatic)",53,"19.55","1007.9",0,29,"4670"
"One year","Electronic check",53,"95.95","5036.9",0,61,"4523"
"Two year","Credit card (automatic)",70,"94.8","6859.05",0,71,"5072"
"One year","Electronic check",61,"107.75","6521.9",0,29,"5364"
"One year","Mailed check",11,"54.6","617.85",0,49,"2573"
"Month-to-month","Credit card (automatic)",2,"71.3","157.75",0,43,"2274"
"One year","Bank transfer (automatic)",25,"19.5","516.3",0,36,"4761"
"One year","Credit card (automatic)",41,"56.3","2364.0",0,46,"2994"
"Two year","Credit card (automatic)",71,"90.55","6239.05",0,66,"6009"
"One year","Mailed check",34,"60.8","2042.05",0,48,"4522"
"Month-to-month","Credit card (automatic)",29,"98.8","2807.1",0,42,"4580"
"One year","Credit card (automatic)",40,"98.15","4116.8",0,53,"4332"
"One year","Mailed check",36,"35.35","1317.95",0,60,"3314"
"One year","Electronic check",46,"103.15","4594.65",0,32,"3517"
"One year","Electronic check",58,"107.75","6332.75",0,57,"5121"
"One year","Credit card (automatic)",39,"81.4","3213.75",0,22,"4104"
"One year","Credit card (automatic)",52,"95.7","4976.15",0,31,"4415"
"One year","Electronic check",70,"104.8","7308.95",0,57,"5291"
"One year","Bank transfer (automatic)",65,"70.95","4555.2",0,30,"4871"
"Month-to-month","Mailed check",1,"44.95","44.95",0,75,"3256"
"One year","Electronic check",70,"97.65","6982.5",0,35,"4252"
"Month-to-month","Mailed check",29,"35.65","1025.15",0,46,"4107"
"Two year","Mailed check",67,"85.25","5714.2",0,61,"6322"
"Month-to-month","Mailed check",1,"19.5","19.5",0,23,"5279"
"Two year","Mailed check",30,"25.1","789.55",0,35,"5851"
"Month-to-month","Credit card (automatic)",48,"100.05","4834.0",0,34,"3468"
"Month-to-month","Electronic check",55,"55.7","3131.8",0,61,"4149"
"Month-to-month","Electronic check",37,"91.15","3369.25",0,37,"3194"
"Month-to-month","Bank transfer (automatic)",31,"83.85","2674.15",0,56,"4283"
"Month-to-month","Electronic check",4,"45.9","199.75",0,39,"3200"
"Two year","Credit card (automatic)",72,"25.1","1790.8",0,52,"4185"
"Month-to-month","Mailed check",1,"19.7","19.7",0,43,"2004"
"Month-to-month","Electronic check",15,"91.5","1400.3",0,41,"4173"
"Month-to-month","Credit card (automatic)",8,"51.3","411.6",0,66,"2545"
"One year","Mailed check",35,"21.1","741.0",0,79,"5707"
"Month-to-month","Electronic check",56,"104.75","5841.35",0,35,"5128"
"Month-to-month","Electronic check",65,"85.75","5688.45",0,21,"4978"
"One year","Mailed check",2,"20.3","31.9",0,58,"2843"
"One year","Electronic check",65,"100.75","6674.65",0,66,"4368"
"Month-to-month","Electronic check",18,"74.15","1345.75",0,73,"5033"
"One year","Electronic check",23,"78.55","1843.05",0,47,"3127"
"Two year","Credit card (automatic)",70,"19.85","1433.8",0,39,"4442"
"Month-to-month","Electronic check",4,"50.7","214.55",0,60,"4288"
"Month-to-month","Bank transfer (automatic)",19,"45.0","865.85",0,62,"4519"
"Month-to-month","Electronic check",18,"77.8","1358.6",0,42,"4228"
"Month-to-month","Electronic check",38,"83.45","3147.15",0,49,"2768"
"One year","Bank transfer (automatic)",47,"94.8","4535.85",0,66,"5022"
"Two year","Bank transfer (automatic)",52,"20.1","1078.75",0,71,"4529"
"Month-to-month","Mailed check",9,"59.9","542.4",0,66,"5414"
"One year","Credit card (automatic)",26,"90.1","2312.55",0,39,"2068"
"One year","Electronic check",44,"70.95","3250.45",0,66,"3678"
"Month-to-month","Mailed check",3,"29.2","98.5",0,48,"4699"
"Month-to-month","Bank transfer (automatic)",2,"46.6","87.9",0,54,"5096"
"Month-to-month","Bank transfer (automatic)",25,"74.3","1952.25",0,64,"4815"
"Month-to-month","Electronic check",2,"69.3","153.8",0,58,"2901"
"One year","Electronic check",58,"94.3","5610.15",0,77,"6166"
"Two year","Mailed check",59,"76.45","4519.5",0,27,"5978"
"One year","Electronic check",44,"54.0","2440.25",0,36,"4256"
"One year","Electronic check",66,"104.25","6860.6",0,42,"4915"
"Two year","Bank transfer (automatic)",68,"19.95","1377.7",0,53,"4165"
"Month-to-month","Electronic check",9,"24.95","190.25",0,24,"5473"
"Month-to-month","Electronic check",19,"84.75","1651.95",0,24,"5157"
"Month-to-month","Mailed check",4,"19.75","78.3",0,25,"4987"
"Two year","Bank transfer (automatic)",70,"113.65","7939.25",0,75,"6424"
"Month-to-month","Mailed check",1,"44.9","44.9",0,21,"2451"
"Month-to-month","Electronic check",8,"75.25","576.7",0,74,"2332"
"Two year","Mailed check",53,"24.6","1279.0",0,44,"4610"
"One year","Bank transfer (automatic)",51,"25.0","1260.7",0,49,"5896"
"Month-to-month","Bank transfer (automatic)",11,"20.95","267.35",0,31,"4075"
"Two year","Electronic check",60,"110.6","6586.85",0,22,"5756"
"Month-to-month","Credit card (automatic)",17,"55.5","934.15",0,38,"3190"
"Month-to-month","Mailed check",1,"19.45","19.45",0,48,"2133"
"Month-to-month","Electronic check",43,"84.85","3645.6",0,56,"4556"
"Month-to-month","Mailed check",16,"19.6","314.45",0,79,"4298"
"One year","Electronic check",57,"53.45","3053.0",0,21,"5660"
"One year","Credit card (automatic)",37,"19.8","677.05",0,24,"5137"
"Two year","Credit card (automatic)",72,"112.1","7965.95",0,62,"4272"
"Month-to-month","Electronic check",2,"74.2","140.1",0,32,"3170"
"Month-to-month","Mailed check",17,"69.0","1108.0",0,22,"4439"
"One year","Credit card (automatic)",16,"19.35","295.55",0,22,"2017"
"One year","Mailed check",10,"19.8","198.25",0,34,"5270"
"Two year","Credit card (automatic)",64,"109.2","6741.15",0,34,"5543"
"Month-to-month","Mailed check",1,"79.15","79.15",0,57,"2742"
"One year","Mailed check",25,"53.65","1355.45",0,25,"5854"
"Two year","Credit card (automatic)",71,"100.2","7209.0",0,55,"5502"
"Two year","Bank transfer (automatic)",72,"108.65","7726.35",0,48,"5730"
"Month-to-month","Bank transfer (automatic)",49,"40.65","2070.75",0,29,"5565"
"One year","Credit card (automatic)",29,"55.35","1636.95",0,70,"5138"
"Two year","Bank transfer (automatic)",72,"105.6","7581.5",0,48,"5981"
"Month-to-month","Electronic check",50,"95.7","4729.75",0,44,"4164"
"Two year","Electronic check",71,"83.2","6126.1",0,73,"5350"
"Two year","Credit card (automatic)",70,"90.05","6333.4",0,47,"4666"
"One year","Credit card (automatic)",71,"97.65","6687.85",0,37,"5319"
"Two year","Bank transfer (automatic)",61,"68.05","4158.25",0,78,"4436"
"Two year","Bank transfer (automatic)",68,"102.1","7149.35",0,62,"5228"
"Two year","Bank transfer (automatic)",62,"23.4","1429.65",0,67,"5822"
"Month-to-month","Electronic check",7,"71.05","472.65",0,49,"4668"
"One year","Mailed check",6,"19.45","113.5",0,43,"3461"
"Month-to-month","Bank transfer (automatic)",33,"59.45","1884.65",0,30,"3116"
"One year","Bank transfer (automatic)",28,"92.2","2568.15",0,26,"5116"
"Two year","Credit card (automatic)",27,"19.85","470.0",0,58,"2176"
"Month-to-month","Mailed check",7,"43.9","278.4",0,75,"3565"
"Month-to-month","Credit card (automatic)",30,"90.5","2595.85",0,53,"5983"
"One year","Credit card (automatic)",63,"90.45","5825.5",0,23,"4616"
"One year","Electronic check",53,"84.6","4449.75",0,60,"4733"
"Month-to-month","Bank transfer (automatic)",21,"99.15","1956.4",0,36,"5324"
"One year","Mailed check",17,"19.95","310.6",0,76,"2221"
"Two year","Mailed check",16,"20.5","290.55",0,52,"2856"
"Month-to-month","Electronic check",35,"62.1","2096.1",0,65,"5315"
"Month-to-month","Electronic check",32,"79.5","2665.0",0,24,"3041"
"Month-to-month","Bank transfer (automatic)",28,"19.55","543.8",0,41,"3948"
"Month-to-month","Mailed check",1,"20.35","20.35",0,40,"2183"
"Month-to-month","Electronic check",59,"51.7","3005.8",0,30,"6107"
"One year","Bank transfer (automatic)",72,"23.3","1623.15",0,30,"4152"
"Month-to-month","Mailed check",40,"65.1","2586.0",0,54,"3885"
"Month-to-month","Electronic check",40,"81.2","3292.3",0,61,"5370"
"Two year","Credit card (automatic)",63,"74.5","4674.55",0,52,"6382"
"Month-to-month","Electronic check",3,"80.5","232.35",0,53,"2032"
"One year","Mailed check",40,"60.3","2448.5",0,28,"3724"
"Month-to-month","Mailed check",8,"75.0","658.1",0,80,"5413"
"One year","Mailed check",34,"90.15","3128.8",0,38,"3202"
"Month-to-month","Credit card (automatic)",9,"69.05","653.95",0,60,"2907"
"Month-to-month","Bank transfer (automatic)",31,"59.7","1825.5",0,20,"2425"
"One year","Bank transfer (automatic)",50,"19.85","943.1",0,39,"4358"
"Month-to-month","Electronic check",9,"40.75","359.4",0,24,"2973"
"Month-to-month","Credit card (automatic)",25,"95.7","2338.35",0,34,"4535"
"Month-to-month","Electronic check",1,"46.3","46.3",0,65,"2546"
"Month-to-month","Mailed check",45,"81.3","3541.1",0,77,"3111"
"Month-to-month","Credit card (automatic)",55,"20.0","1087.25",0,53,"4277"
"Month-to-month","Bank transfer (automatic)",38,"66.15","2522.4",0,78,"4933"
"Month-to-month","Electronic check",38,"19.6","717.3",0,34,"3854"
"Month-to-month","Electronic check",34,"49.8","1734.2",0,47,"2711"
"One year","Electronic check",70,"101.75","7069.3",0,47,"5596"
"One year","Mailed check",13,"55.15","742.9",0,59,"3161"
"One year","Electronic check",61,"103.95","6423.0",0,59,"4148"
"Two year","Credit card (automatic)",41,"99.65","4220.35",0,66,"2640"
"Month-to-month","Electronic check",21,"73.7","1558.7",0,39,"2071"
"One year","Bank transfer (automatic)",55,"50.05","2743.45",0,70,"4932"
"Two year","Bank transfer (automatic)",69,"60.25","4055.5",0,44,"5717"
"One year","Credit card (automatic)",69,"87.3","6055.55",0,69,"4148"
"Month-to-month","Electronic check",47,"54.25","2538.2",0,71,"2320"
"Two year","Bank transfer (automatic)",72,"85.3","6129.2",0,28,"4456"
"Month-to-month","Electronic check",33,"50.0","1750.85",0,65,"5600"
"Two year","Credit card (automatic)",71,"19.85","1379.6",0,56,"4121"
"Month-to-month","Bank transfer (automatic)",23,"55.3","1284.2",0,65,"4028"
"One year","Mailed check",16,"20.1","296.15",0,72,"5052"
"Month-to-month","Mailed check",9,"69.5","653.25",0,72,"3628"
"Two year","Mailed check",17,"25.15","412.6",0,33,"3931"
"Month-to-month","Mailed check",24,"79.65","1928.7",0,72,"3816"
"Month-to-month","Electronic check",1,"71.25","71.25",0,49,"5033"
"Two year","Bank transfer (automatic)",72,"113.8","7845.8",0,56,"4598"
"Two year","Electronic check",72,"24.55","1750.7",0,52,"4169"
"Month-to-month","Credit card (automatic)",11,"19.7","216.2",0,67,"3838"
"One year","Credit card (automatic)",60,"100.5","6029.0",0,34,"6442"
"Two year","Bank transfer (automatic)",49,"74.45","3721.9",0,60,"4517"
"Month-to-month","Electronic check",30,"104.1","3121.1",0,59,"5655"
"One year","Credit card (automatic)",53,"19.05","990.45",0,74,"6160"
"Two year","Mailed check",39,"25.0","1004.35",0,55,"4295"
"Month-to-month","Mailed check",9,"19.05","157.65",0,61,"3248"
"One year","Electronic check",39,"81.9","3219.75",0,46,"3446"
"Month-to-month","Electronic check",8,"69.7","572.85",0,20,"5242"
"One year","Electronic check",51,"90.15","4554.85",0,22,"5692"
"Two year","Credit card (automatic)",71,"25.35","1847.55",0,68,"5747"
"Two year","Mailed check",71,"24.65","1766.75",0,73,"4788"
"Two year","Credit card (automatic)",70,"19.55","1462.05",0,22,"5209"
"Two year","Bank transfer (automatic)",38,"60.0","2193.2",0,42,"2187"
"Month-to-month","Credit card (automatic)",28,"89.9","2433.5",0,55,"3676"
"Month-to-month","Bank transfer (automatic)",32,"19.4","641.15",0,31,"3846"
"Two year","Mailed check",49,"49.8","2398.4",0,37,"4306"
"Two year","Bank transfer (automatic)",37,"24.1","861.85",0,36,"3753"
"Month-to-month","Electronic check",10,"54.25","583.0",0,43,"2253"
"One year","Credit card (automatic)",67,"109.9","7332.4",0,26,"5416"
"One year","Credit card (automatic)",7,"35.5","249.55",0,48,"5124"
"One year","Credit card (automatic)",51,"87.55","4475.9",0,57,"6021"
"Month-to-month","Mailed check",9,"88.4","788.6",0,32,"2952"
"Month-to-month","Mailed check",4,"50.8","202.3",0,47,"4521"
"Two year","Electronic check",71,"99.0","6994.6",0,31,"5295"
"Two year","Electronic check",24,"96.55","2263.45",0,73,"4309"
"One year","Bank transfer (automatic)",22,"59.75","1374.35",0,31,"3947"
"Month-to-month","Electronic check",44,"111.5","4915.15",0,26,"2827"
"Month-to-month","Bank transfer (automatic)",33,"24.25","838.5",0,73,"5531"
"Month-to-month","Mailed check",1,"20.5","20.5",0,54,"4454"
"One year","Electronic check",30,"70.4","2044.75",0,68,"3380"
"Month-to-month","Mailed check",1,"30.55","30.55",0,57,"5565"
"Month-to-month","Electronic check",16,"84.9","1398.25",0,43,"2269"
"Two year","Bank transfer (automatic)",71,"54.5","3778.2",0,57,"4957"
"Month-to-month","Credit card (automatic)",43,"75.35","3161.4",0,33,"4898"
"One year","Bank transfer (automatic)",50,"44.45","2188.45",0,54,"5363"
"Month-to-month","Bank transfer (automatic)",41,"98.05","3990.6",0,58,"5614"
"One year","Bank transfer (automatic)",40,"63.9","2635.0",0,41,"2654"
"Month-to-month","Bank transfer (automatic)",3,"69.15","235.0",0,22,"2301"
"One year","Bank transfer (automatic)",37,"64.65","2347.85",0,45,"5255"
"Month-to-month","Electronic check",32,"98.85","3089.6",0,25,"3149"
"Month-to-month","Electronic check",32,"89.6","2901.8",0,54,"4444"
"Month-to-month","Electronic check",59,"83.25","4949.1",0,32,"4094"
"One year","Bank transfer (automatic)",30,"70.25","2198.9",0,66,"5417"
"Two year","Electronic check",27,"24.5","761.95",0,67,"2645"
"One year","Mailed check",9,"20.1","190.25",0,20,"3444"
"One year","Credit card (automatic)",68,"73.0","5163.0",0,67,"4156"
"Two year","Credit card (automatic)",69,"61.4","4059.85",0,80,"5266"
"Month-to-month","Mailed check",26,"84.3","2281.6",0,66,"5471"
"Two year","Bank transfer (automatic)",69,"19.9","1356.7",0,54,"6058"
"Two year","Mailed check",11,"20.4","231.45",0,51,"5397"
"Month-to-month","Mailed check",1,"50.75","50.75",0,69,"3631"
"One year","Mailed check",10,"20.45","242.4",0,54,"4613"
"One year","Bank transfer (automatic)",55,"75.75","4264.25",0,51,"4489"
"One year","Electronic check",44,"65.4","2774.55",0,76,"5827"
"Two year","Bank transfer (automatic)",69,"59.75","4069.9",0,39,"4665"
"Month-to-month","Electronic check",11,"78.5","874.2",0,51,"4333"
"Month-to-month","Bank transfer (automatic)",29,"48.95","1323.7",0,66,"4825"
"Month-to-month","Electronic check",57,"99.65","5497.05",0,42,"5106"
"One year","Credit card (automatic)",28,"18.25","534.7",0,67,"5327"
"Month-to-month","Credit card (automatic)",42,"54.55","2455.05",0,72,"5387"
"One year","Bank transfer (automatic)",23,"40.65","947.4",0,43,"5230"
"Month-to-month","Mailed check",18,"20.45","357.0",0,71,"2047"
"One year","Bank transfer (automatic)",62,"24.8","1476.25",0,53,"5105"
"One year","Bank transfer (automatic)",67,"88.8","5903.15",0,68,"4081"
"Two year","Credit card (automatic)",62,"20.05","1201.65",0,74,"4568"
"Month-to-month","Electronic check",2,"69.8","146.65",0,26,"3527"
"Two year","Bank transfer (automatic)",23,"77.15","1759.4",0,33,"2572"
"Two year","Bank transfer (automatic)",25,"35.05","844.45",0,69,"2754"
"Two year","Bank transfer (automatic)",72,"108.1","7774.05",0,71,"4474"
"Month-to-month","Electronic check",2,"84.05","134.05",0,78,"2115"
"One year","Bank transfer (automatic)",8,"20.2","140.95",0,38,"5066"
"Month-to-month","Electronic check",35,"49.2","1701.65",0,40,"2782"
"One year","Electronic check",24,"24.6","592.65",0,79,"5448"
"Month-to-month","Electronic check",2,"71.65","135.75",0,67,"3916"
"Two year","Credit card (automatic)",72,"104.9","7732.65",0,25,"6378"
"Month-to-month","Electronic check",41,"106.5","4282.4",0,75,"4434"
"One year","Bank transfer (automatic)",26,"75.5","2018.1",0,43,"5184"
"Month-to-month","Mailed check",4,"58.5","224.85",0,23,"5605"
"Two year","Credit card (automatic)",48,"78.9","3771.5",0,47,"4063"
"One year","Electronic check",12,"79.2","943.85",0,42,"3355"
"Month-to-month","Bank transfer (automatic)",60,"109.45","6572.85",0,77,"4350"
"Two year","Electronic check",55,"59.2","3175.85",0,33,"5162"
"Month-to-month","Mailed check",1,"29.15","29.15",0,40,"3923"
"Month-to-month","Mailed check",1,"20.05","20.05",0,49,"2313"
"Two year","Credit card (automatic)",42,"66.5","2762.75",0,62,"4668"
"Month-to-month","Bank transfer (automatic)",1,"49.55","49.55",0,36,"5277"
"Month-to-month","Credit card (automatic)",3,"73.6","232.5",0,53,"5510"
"Two year","Credit card (automatic)",72,"82.65","5919.35",0,42,"4324"
"Month-to-month","Electronic check",15,"49.0","749.25",0,25,"2597"
"One year","Electronic check",11,"25.2","245.15",0,55,"4998"
"Month-to-month","Mailed check",5,"25.45","134.75",0,24,"4855"
"Two year","Credit card (automatic)",72,"110.9","8240.85",0,67,"4938"
"Month-to-month","Credit card (automatic)",55,"77.75","4266.4",0,46,"4621"
"Month-to-month","Electronic check",40,"26.2","1077.5",0,37,"2211"
"Two year","Bank transfer (automatic)",57,"19.9","1115.6",0,48,"4408"
"One year","Electronic check",52,"80.85","4079.55",0,76,"6090"
"One year","Mailed check",43,"56.35","2391.15",0,70,"4928"
"Two year","Bank transfer (automatic)",47,"19.3","890.5",0,43,"5829"
"Month-to-month","Bank transfer (automatic)",3,"50.4","137.25",0,53,"4639"
"Two year","Credit card (automatic)",55,"55.25","3119.9",0,42,"5821"
"One year","Mailed check",29,"19.1","529.5",0,38,"5880"
"Month-to-month","Electronic check",12,"84.05","966.55",0,77,"4621"
"Month-to-month","Electronic check",66,"105.2","6936.85",0,20,"4016"
"Month-to-month","Bank transfer (automatic)",27,"75.75","1929.0",0,46,"4994"
"Month-to-month","Electronic check",58,"95.3","5817.7",0,68,"6460"
"Month-to-month","Mailed check",9,"19.85","178.8",0,63,"2788"
"Month-to-month","Electronic check",6,"69.1","435.0",0,55,"5741"
"Month-to-month","Mailed check",9,"20.25","186.15",0,68,"5546"
"Month-to-month","Mailed check",8,"54.75","445.85",0,47,"4099"
"Month-to-month","Electronic check",12,"81.45","912.0",0,70,"2916"
"One year","Electronic check",43,"80.2","3581.6",0,35,"5888"
"Month-to-month","Electronic check",42,"100.3","4222.95",0,33,"3286"
"Two year","Credit card (automatic)",66,"90.95","5930.05",0,74,"6204"
